event_id,state,income_group,onset_year,monsoon_flag,MSS,MSS_entropy,n_articles_0_14,PSS,population_exposed,adjusted_flood_area_km2,total_deaths,deaths_missing,severity_proxy,observed,expected,log_ratio,pearson_resid,deviance_resid,under_flag,over_flag,severity_tier,rank_undercovered
E39,Chhattisgarh,Low,2020,1,0.4771,0.2392,2464.0,0.543,2959.0,12.91,1922.0,0,population_exposed,0.4771,0.5373082756945606,-0.11882240534512602,-0.6344750199070599,-0.06020827569456061,True,False,low,38
E26,Assam,Low,2017,1,0.4881,0.2175,3739.0,0.6212,8807.0,18.93,75.0,0,population_exposed,0.4881,0.5468870378291757,-0.11369994734354576,-0.6194980103094538,-0.058787037829175715,True,False,low,39
E74,Karnataka,High,2020,0,0.4239,0.1412,1805.0,0.4819,2431.0,6.79,152.0,0,population_exposed,0.4239,0.4743682313568046,-0.11246120874694522,-0.5318343986003833,-0.050468231356804616,True,False,low,40
E32,Assam,Low,2025,0,0.378,0.0845,1044.0,0.9546,111771.0,240.24,50.0,0,population_exposed,0.378,0.42249187186790094,-0.11124816046995602,-0.46885550139810916,-0.044491871867900934,True,False,low,41
E27,Assam,Low,2018,1,0.465,0.2101,2444.0,0.8678,58067.0,124.81,52.0,0,population_exposed,0.465,0.5170048591842417,-0.10599324011935116,-0.5480273880217847,-0.052004859184241636,True,False,low,42
E55,Gujarat,High,2024,1,0.4293,0.1146,2588.0,0.869,50496.0,134.65,25.0,0,population_exposed,0.4293,0.4770981230939557,-0.105542871606961,-0.5036967883851463,-0.0477981230939557,True,False,low,43
E62,Himachal Pradesh,Low,2019,1,0.5076,0.2652,3765.0,0.3218,323.0,2.38,1900.0,0,population_exposed,0.5076,0.5620018552315327,-0.10179234858567338,-0.5732869407539931,-0.054401855231532625,True,False,low,44
E115,Odisha,Low,2020,1,0.4676,0.2329,2108.0,0.3789,896.0,2.97,1922.0,0,population_exposed,0.4676,0.5160996771333085,-0.09866659708426448,-0.5110897673062227,-0.048499677133308494,True,False,mid,45
E153,Uttarakhand,Low,2015,1,0.3124,0.0692,233.0,0.4,893.0,4.01,0.0,1,population_exposed,0.3124,0.3432552814909968,-0.09416124800869916,-0.32515306429887963,-0.03085528149099681,True,False,mid,46
E117,Punjab,Middle,2018,1,0.3874,0.09,1241.0,0.3202,768.0,1.24,25.0,0,population_exposed,0.3874,0.4234598946404217,-0.0889790830211152,-0.3799992958757828,-0.0360598946404217,True,False,mid,47
E37,Bihar,Low,2023,1,0.5452,0.297,6031.0,0.4968,6666.0,4.79,1529.0,0,population_exposed,0.5452,0.5956040873853264,-0.08840794416192373,-0.5311584492045393,-0.050404087385326424,True,False,mid,48
E154,Uttarakhand,Low,2017,1,0.3718,0.0906,845.0,0.4011,902.0,4.05,0.0,1,population_exposed,0.3718,0.4047104798042127,-0.08479400555151996,-0.3468107513136301,-0.03291047980421269,True,False,mid,49
E166,West Bengal,Middle,2020,1,0.5276,0.2812,4901.0,0.6634,22275.0,19.73,1922.0,0,population_exposed,0.5276,0.5731623313083675,-0.08281549231764965,-0.4801360067267328,-0.04556233130836751,True,False,mid,50
E110,Nagaland,Low,2022,0,0.4548,0.3056,777.0,0.2658,186.0,1.35,2035.0,0,population_exposed,0.4548,0.4933746457514685,-0.08139386658763127,-0.40649975188181453,-0.03857464575146852,True,False,mid,51
E124,Rajasthan,Low,2019,1,0.5474,0.3031,5997.0,0.4764,1798.0,7.41,1900.0,0,population_exposed,0.5474,0.592454179719448,-0.07907984970248322,-0.4747811035049383,-0.04505417971944803,True,False,mid,52
E79,Kerala,Middle,2021,1,0.4291,0.1494,1885.0,0.5221,6339.0,6.82,59.0,0,population_exposed,0.4291,0.46353139542302185,-0.07716681934582255,-0.36283816542554254,-0.03443139542302187,True,False,mid,53
E158,Uttarakhand,Low,2023,1,0.5588,0.3115,6896.0,0.6498,6667.0,29.93,1529.0,0,population_exposed,0.5588,0.5956067516975172,-0.06377795235136038,-0.38786967815632417,-0.03680675169751724,True,False,mid,54
E106,Mizoram,Low,2025,0,0.2832,0.0566,124.0,0.2719,122.0,2.04,50.0,0,population_exposed,0.2832,0.30148088149681385,-0.06253183702552889,-0.1926439931688233,-0.01828088149681384,True,False,mid,55
E16,Andhra Pradesh,Middle,2021,0,0.4641,0.1855,2968.0,0.7896,25294.0,76.93,62.0,0,population_exposed,0.4641,0.4892582797221575,-0.052779405725192755,-0.26511803972797293,-0.025158279722157506,True,False,mid,56
E50,Gujarat,High,2020,1,0.5236,0.2775,4680.0,0.5983,6368.0,16.98,1922.0,0,population_exposed,0.5236,0.5509202286182124,-0.05085251974932265,-0.28790066475814713,-0.027320228618212483,True,False,mid,57
E11,Himachal Pradesh,Low,2023,1,0.4949,0.1797,5696.0,0.2076,94.0,0.69,1529.0,0,population_exposed,0.4949,0.5200871824355211,-0.04963095045664155,-0.2654226166225141,-0.025187182435521094,True,False,mid,58
E137,Tripura,Low,2021,1,0.3399,0.1134,299.0,0.0796,12.0,0.03,59.0,0,population_exposed,0.3399,0.3535759704063387,-0.03943553851087753,-0.14411742398718178,-0.013675970406338722,True,False,mid,59
E119,Punjab,Middle,2023,1,0.6155,0.3786,10934.0,0.8868,81509.0,131.62,1529.0,0,population_exposed,0.6155,0.6400780061655519,-0.039148870350401516,-0.25900311495838374,-0.024578006165551836,True,False,mid,60
E58,Haryana,High,2023,1,0.5073,0.2005,6126.0,0.592,9244.0,13.16,62.0,0,population_exposed,0.5073,0.5264912991757277,-0.03712507711663753,-0.20223797785430067,-0.019191299175727705,True,False,mid,61
E38,Bihar,Low,2025,0,0.396,0.0982,1407.0,0.8406,99948.0,71.82,32.0,0,population_exposed,0.396,0.4102815900437099,-0.03542072965455479,-0.15049944584455058,-0.01428159004370988,True,False,mid,62
E147,Uttar Pradesh,Low,2019,1,0.6201,0.3877,11080.0,0.712,29902.0,29.86,1900.0,0,population_exposed,0.6201,0.6423847967646645,-0.0353011471999718,-0.23483726626907364,-0.02228479676466455,True,False,mid,63
E29,Assam,Low,2022,0,0.5827,0.4204,4831.0,0.9126,81446.0,175.06,2035.0,0,population_exposed,0.5827,0.6013211853911521,-0.03145142240234168,-0.19623011679790808,-0.018621185391152095,True,False,mid,64
E130,Tamil Nadu,Middle,2017,0,0.487,0.1728,5189.0,0.4925,3701.0,6.22,21.0,0,population_exposed,0.487,0.5023728362815854,-0.03107214050851945,-0.1619990025169916,-0.015372836281585367,True,False,mid,65
E80,Kerala,Middle,2021,0,0.4542,0.1431,3445.0,0.604,12259.0,13.19,39.0,0,population_exposed,0.4542,0.46572323280430683,-0.025048460650817714,-0.12143186760564847,-0.011523232804306838,True,False,mid,66
E85,Madhya Pradesh,Low,2020,1,0.5431,0.2967,5817.0,0.6464,7745.0,26.83,1922.0,0,population_exposed,0.5431,0.5543973083566307,-0.020584376353145063,-0.11905107498564366,-0.011297308356630675,True,False,mid,67
E49,Gujarat,High,2018,1,0.4261,0.1248,2206.0,0.3009,473.0,1.26,52.0,0,population_exposed,0.4261,0.43159120741579227,-0.012801815341321486,-0.05786636295852871,-0.0054912074157922874,True,False,mid,68
E98,Maharashtra,High,2024,1,0.4336,0.1177,2766.0,0.5797,5920.0,14.16,25.0,0,population_exposed,0.4336,0.43902196693153384,-0.012424152647736846,-0.05713670649317647,-0.00542196693153385,True,False,mid,69
E164,West Bengal,Middle,2018,1,0.4274,0.1343,2080.0,0.1042,23.0,0.02,504.0,0,population_exposed,0.4274,0.4315430047698139,-0.009644580381240947,-0.04365899875854088,-0.004143004769813885,True,False,mid,70
E151,Uttar Pradesh,Low,2024,1,0.4731,0.1563,4515.0,0.4934,5237.0,5.23,125.0,0,population_exposed,0.4731,0.47391114865735356,-0.0017127096884086666,-0.008547887388983474,-0.0008111486573535442,True,False,mid,71
E163,West Bengal,Middle,2017,1,0.6016,0.3752,9104.0,0.7099,31928.0,28.28,284.0,0,population_exposed,0.6016,0.6008086428862516,0.001316067754295625,0.008339324033232539,0.0007913571137484476,False,True,mid,72
E141,Uttar Pradesh,Low,2015,1,0.4426,0.1304,3005.0,0.4342,3124.0,3.12,25.0,0,population_exposed,0.4426,0.4420091753656662,0.0013354850708955691,0.006226112063600981,0.0005908246343337975,False,True,mid,73
E133,Tamil Nadu,Middle,2021,0,0.4412,0.1246,3065.0,0.5701,6950.0,11.68,14.0,0,population_exposed,0.4412,0.43260625686172804,0.019665809103615,0.09056089525619553,0.008593743138271936,False,True,mid,74
E139,Tripura,Low,2025,0,0.3528,0.0755,613.0,0.4146,1481.0,3.67,50.0,0,population_exposed,0.3528,0.3456955786513234,0.020336943368825005,0.07486641702706932,0.007104421348676615,False,True,mid,75
E118,Punjab,Middle,2019,1,0.6098,0.3748,10302.0,0.433,2285.0,3.69,1900.0,0,population_exposed,0.6098,0.5967100198015833,0.02169617134202857,0.13794225712602098,0.013089980198416673,False,True,mid,76
E59,Himachal Pradesh,Low,2015,1,0.391,0.0986,1247.0,0.2095,96.0,0.71,25.0,0,population_exposed,0.391,0.38032301885640546,0.02767944068021152,0.11251406464446326,0.010676981143594555,False,True,mid,77
E46,Goa,High,2021,1,0.5055,0.3125,2405.0,0.3058,538.0,1.25,1282.0,0,population_exposed,0.5055,0.49167469430047445,0.027725169639826665,0.14569111982923144,0.013825305699525503,False,True,mid,78
E36,Bihar,Low,2022,0,0.6046,0.4502,5796.0,0.7096,36725.0,26.39,2035.0,0,population_exposed,0.6046,0.5871724956834604,0.029243537648016907,0.18365110145756577,0.01742750431653961,False,True,mid,79
E77,Kerala,Middle,2019,1,0.6575,0.4546,12776.0,0.655,18310.0,19.7,1900.0,0,population_exposed,0.6575,0.6336721736283422,0.036907301474926595,0.2510977176658354,0.023827826371657812,False,True,mid,80
E48,Gujarat,High,2017,1,0.5979,0.3682,8983.0,0.6175,7395.0,19.72,284.0,0,population_exposed,0.5979,0.5748270129738373,0.03934765516862176,0.24314321800221306,0.023072987026162672,False,True,mid,81
E17,Andhra Pradesh,Middle,2024,1,0.4233,0.1166,2226.0,0.92,67867.0,206.41,0.0,1,population_exposed,0.4233,0.40582799294755645,0.04214157210072151,0.18412007144421377,0.01747200705244356,False,True,mid,82
E167,West Bengal,Middle,2021,1,0.5619,0.361,5121.0,0.4986,5916.0,5.24,1282.0,0,population_exposed,0.5619,0.5342356383964678,0.05047767205674694,0.29152713936138996,0.02766436160353214,False,True,mid,83
E22,Arunachal Pradesh,Low,2025,0,0.2916,0.0562,155.0,0.1968,29.0,1.54,50.0,0,population_exposed,0.2916,0.27641568348459106,0.05345833605662896,0.16001238056149106,0.015184316515408969,False,True,mid,84
E07,Uttar Pradesh,Low,2021,1,0.4295,0.1357,2157.0,0.7922,55287.0,55.21,0.0,1,population_exposed,0.4295,0.40584021453686964,0.05664864927127643,0.24932690198388435,0.023659785463130356,False,True,mid,85
E156,Uttarakhand,Low,2021,1,0.5505,0.3707,3801.0,0.5305,2628.0,11.8,1282.0,0,population_exposed,0.5505,0.519824774829786,0.05732445538672226,0.32325563016054637,0.030675225170214038,False,True,mid,86
E76,Karnataka,High,2023,1,0.6346,0.403,12418.0,0.6213,7380.0,20.61,1529.0,0,population_exposed,0.6346,0.5974114122695907,0.06037906265637433,0.391893467606789,0.03718858773040934,False,True,mid,87
E63,Himachal Pradesh,Low,2021,1,0.5132,0.3156,2771.0,0.3052,275.0,2.03,1282.0,0,population_exposed,0.5132,0.47978478607969793,0.06731442347652132,0.35212964119478485,0.033415213920302056,False,True,mid,88
E91,Maharashtra,High,2017,1,0.5198,0.1981,7701.0,0.4686,2408.0,5.76,14.0,0,population_exposed,0.5198,0.4857449497233795,0.06774694588217588,0.3588722389561272,0.034055050276620535,False,True,high,89
E34,Bihar,Low,2020,1,0.5751,0.3316,7901.0,0.3999,2769.0,1.99,1922.0,0,population_exposed,0.5751,0.5361297573258256,0.07015508545365455,0.4106685536372789,0.03897024267417437,False,True,high,90
E31,Assam,Low,2024,0,0.5041,0.2589,3690.0,0.6771,13576.0,29.18,48.0,0,population_exposed,0.5041,0.46864818347796544,0.07290731272371467,0.3735913665368666,0.03545181652203455,False,True,high,91
E149,Uttar Pradesh,Low,2021,1,0.4684,0.1774,3475.0,0.3438,1292.0,1.29,59.0,0,population_exposed,0.4684,0.4352876896554936,0.07329922692152739,0.34893764225334645,0.0331123103445064,False,True,high,92
E73,Karnataka,High,2020,1,0.5821,0.3398,8391.0,0.5182,3269.0,9.13,1922.0,0,population_exposed,0.5821,0.5390776128532884,0.07676899176437615,0.4533700662652448,0.04302238714671158,False,True,high,93
E161,Uttarakhand,Low,2025,1,0.3672,0.0832,811.0,0.485,1822.0,8.18,33.0,0,population_exposed,0.3672,0.3398513400021717,0.07737646309839283,0.28820027473600557,0.027348659997828317,False,True,high,94
E134,Tamil Nadu,Middle,2023,0,0.4477,0.1298,3361.0,0.199,149.0,0.25,10.0,0,population_exposed,0.4477,0.41229097450040486,0.08237483756588325,0.37314043459269614,0.035409025499595126,False,True,high,95
E129,Tamil Nadu,Middle,2016,1,0.6075,0.3435,11885.0,0.7962,39917.0,67.08,0.0,1,population_exposed,0.6075,0.5559008962003309,0.08874686460123576,0.5437515363596305,0.051599103799669144,False,True,high,96
E131,Tamil Nadu,Middle,2019,1,0.436,0.1254,2722.0,0.3108,678.0,1.14,0.0,1,population_exposed,0.436,0.3978169846058053,0.09162817271285599,0.4023727498067501,0.03818301539419472,False,True,high,97
E146,Uttar Pradesh,Low,2018,1,0.6238,0.3874,11678.0,0.779,49970.0,49.9,504.0,0,population_exposed,0.6238,0.5672825956604682,0.09495625105722798,0.5955806046553062,0.056517404339531785,False,True,high,98
E87,Madhya Pradesh,Low,2023,1,0.4582,0.1464,3638.0,0.5568,3851.0,13.34,0.0,1,population_exposed,0.4582,0.41362997881927693,0.10231045555527833,0.469679039130033,0.04457002118072306,False,True,high,99
E68,Jammu and Kashmir,Low,2025,1,0.48,0.1577,5095.0,0.9356,76108.0,232.44,98.0,0,population_exposed,0.48,0.431243785074783,0.10708899819789322,0.513793163454848,0.04875621492521698,False,True,high,100
E09,Karnataka,High,2022,1,0.4173,0.1078,2110.0,0.5781,5268.0,14.71,0.0,1,population_exposed,0.4173,0.37374090273663546,0.11021468148647026,0.4590259193522062,0.04355909726336454,False,True,high,101
E60,Himachal Pradesh,Low,2017,1,0.4113,0.1092,1815.0,0.2224,113.0,0.83,0.0,1,population_exposed,0.4113,0.36794682964303926,0.11135579268130791,0.4568558608920906,0.043353170356960735,False,True,high,102
E168,West Bengal,Middle,2025,0,0.4176,0.1104,2070.0,0.5766,11234.0,9.95,32.0,0,population_exposed,0.4176,0.37145546814634184,0.11706530988685497,0.48627123810982614,0.04614453185365819,False,True,high,103
E96,Maharashtra,High,2021,1,0.4932,0.1995,4766.0,0.4114,1472.0,3.52,59.0,0,population_exposed,0.4932,0.43760301832522414,0.11957686818993647,0.5858811873940232,0.05559698167477589,False,True,high,104
E75,Karnataka,High,2021,1,0.6096,0.4123,8178.0,0.6156,7062.0,19.72,1282.0,0,population_exposed,0.6096,0.5373806361380297,0.12607429935060924,0.7610479090358419,0.07221936386197036,False,True,high,105
E122,Rajasthan,Low,2017,1,0.5682,0.3342,6940.0,0.2028,114.0,0.47,284.0,0,population_exposed,0.5682,0.5008606811903554,0.12612183095595228,0.7096219772016661,0.06733931880964461,False,True,high,106
E138,Tripura,Low,2024,1,0.4086,0.1103,1690.0,0.158,65.0,0.16,26.0,0,population_exposed,0.4086,0.3600293025099408,0.12651824996876188,0.5118381800741254,0.04857069749005921,False,True,high,107
E144,Uttar Pradesh,Low,2017,1,0.6772,0.4491,16660.0,0.5514,8462.0,8.45,514.0,0,population_exposed,0.6772,0.5911176060746058,0.13593015679584006,0.9071365683438118,0.08608239392539418,False,True,high,108
E150,Uttar Pradesh,Low,2022,1,0.4149,0.1113,1931.0,0.4017,2313.0,2.31,0.0,1,population_exposed,0.4149,0.35912331697917066,0.14433427227033627,0.5877748808074169,0.05577668302082933,False,True,high,109
E84,Madhya Pradesh,Low,2018,1,0.4201,0.1121,2159.0,0.4645,1827.0,6.33,0.0,1,population_exposed,0.4201,0.36231960994766454,0.14792810437142606,0.6088899525153681,0.05778039005233543,False,True,high,110
E78,Kerala,Middle,2020,1,0.5772,0.334,8045.0,0.2364,316.0,0.34,1922.0,0,population_exposed,0.5772,0.4976220663053815,0.14832024062628157,0.838592543676138,0.07957793369461852,False,True,high,111
E64,Himachal Pradesh,Low,2022,0,0.5725,0.4195,3988.0,0.2534,161.0,1.19,2035.0,0,population_exposed,0.5725,0.49082525031191493,0.15389551614973307,0.860688797950969,0.08167474968808508,False,True,high,112
E72,Karnataka,High,2019,1,0.7067,0.5035,18118.0,0.5064,2972.0,8.3,1900.0,0,population_exposed,0.7067,0.6013779093984999,0.16135793155974895,1.1098845592264162,0.1053220906015001,False,True,high,113
E148,Uttar Pradesh,Low,2020,0,0.6444,0.4352,11906.0,0.4648,4096.0,4.09,1922.0,0,population_exposed,0.6444,0.5430828413333537,0.1710288347534173,1.06768057248573,0.10131715866664626,False,True,high,114
E53,Gujarat,High,2022,0,0.6333,0.4813,7654.0,0.4336,1669.0,4.45,2035.0,0,population_exposed,0.6333,0.5322690560805956,0.17376517083432239,1.0646644404779768,0.10103094391940437,False,True,high,115
E140,Uttar Pradesh,Low,2015,0,0.4557,0.1387,3681.0,0.5252,6830.0,6.82,0.0,1,population_exposed,0.4557,0.37937935417079627,0.18325392416777966,0.8042672327548226,0.07632064582920373,False,True,high,116
E86,Madhya Pradesh,Low,2022,0,0.6408,0.49,8173.0,0.4519,1645.0,5.7,2035.0,0,population_exposed,0.6408,0.5320119085048157,0.1860196169575469,1.1464092887698143,0.10878809149518431,False,True,high,117
E83,Madhya Pradesh,Low,2017,1,0.5212,0.2566,5242.0,0.5723,4356.0,15.09,0.0,1,population_exposed,0.5212,0.4326682301294368,0.18612337236716003,0.9329481006231094,0.08853176987056322,False,True,high,118
E97,Maharashtra,High,2023,1,0.7361,0.5421,20891.0,0.6174,7953.0,19.02,1529.0,0,population_exposed,0.7361,0.5987395747667944,0.2065080804583963,1.4475046416609778,0.13736042523320557,False,True,high,119
E145,Uttar Pradesh,Low,2018,0,0.4454,0.1279,3255.0,0.3568,1482.0,1.48,0.0,1,population_exposed,0.4454,0.35860411018646676,0.21669940387550266,0.9146553905091764,0.08679588981353326,False,True,high,120
E13,Andhra Pradesh,Middle,2016,1,0.665,0.4494,14409.0,0.6882,11679.0,35.52,0.0,1,population_exposed,0.665,0.5340694690186127,0.2192242589647299,1.379746393540425,0.1309305309813873,False,True,high,121
E95,Maharashtra,High,2020,1,0.72,0.5208,19382.0,0.7303,18978.0,45.39,1922.0,0,population_exposed,0.72,0.5703169030333081,0.23302258894494576,1.5773609994991453,0.1496830969666919,False,True,high,122
E92,Maharashtra,High,2018,1,0.5838,0.2861,11788.0,0.4799,2647.0,6.33,52.0,0,population_exposed,0.5838,0.4621520696044748,0.23361938779166433,1.2819263160915664,0.12164793039552518,False,True,high,123
E05,Maharashtra,High,2021,1,0.4715,0.1527,4504.0,0.5206,3692.0,8.83,0.0,1,population_exposed,0.4715,0.3577679406819178,0.27596713109253135,1.1985088389839116,0.11373205931808217,False,True,high,124
E42,Delhi,High,2023,1,0.8797,0.7552,33940.0,0.647,110484.0,7.36,1529.0,0,population_exposed,0.8797,0.6454810904657478,0.3095437822488223,2.4681996880834123,0.23421890953425228,False,True,high,125
